Unnamed: 0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
4,issue_comment,256,aio-libs,aioredis,codecov[bot],2017-06-29 21:07:50,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=h1) Report
> Merging [#256](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/0f73783b8145616a297f11e842ebafaff8b429e9?src=pr&el=desc) will **decrease** coverage by `9.87%`.
> The diff coverage is `100%`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/256/graphs/tree.svg?token=THCDhqngRB&width=650&height=150&src=pr)](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree)

```diff
@@            Coverage Diff            @@
##           master    #256      +/-   ##
=========================================
- Coverage   96.97%   87.1%   -9.88%     
=========================================
  Files          57      57              
  Lines        7449    7450       +1     
  Branches      587     587              
=========================================
- Hits         7224    6489     -735     
- Misses        168     872     +704     
- Partials       57      89      +32
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [aioredis/locks.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvbG9ja3MucHk=) | `95.65% <100%> (-4.35%)` | :arrow_down: |
| [tests/geo\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvZ2VvX2NvbW1hbmRzX3Rlc3QucHk=) | `18.46% <0%> (-81.54%)` | :arrow_down: |
| [tests/sentinel\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfY29tbWFuZHNfdGVzdC5weQ==) | `18.6% <0%> (-81.4%)` | :arrow_down: |
| [aioredis/commands/geo.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvZ2VvLnB5) | `22.53% <0%> (-77.47%)` | :arrow_down: |
| [tests/ssl\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvc3NsX3Rlc3QucHk=) | `23.52% <0%> (-76.48%)` | :arrow_down: |
| [tests/sentinel\_failover\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfZmFpbG92ZXJfdGVzdC5weQ==) | `12.78% <0%> (-75.19%)` | :arrow_down: |
| [aioredis/sentinel/commands.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvY29tbWFuZHMucHk=) | `37.03% <0%> (-60.5%)` | :arrow_down: |
| [aioredis/log.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvbG9nLnB5) | `45.45% <0%> (-54.55%)` | :arrow_down: |
| [tests/conftest.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvY29uZnRlc3QucHk=) | `58.89% <0%> (-31.58%)` | :arrow_down: |
| [aioredis/commands/generic.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvZ2VuZXJpYy5weQ==) | `81.37% <0%> (-18.63%)` | :arrow_down: |
| ... and [15 more](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree-more) | |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=footer). Last update [0f73783...5e671fe](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",nan,nan
5,issue_comment,256,aio-libs,aioredis,codecov[bot],2017-06-29 21:07:51,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=h1) Report
> Merging [#256](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/0f73783b8145616a297f11e842ebafaff8b429e9?src=pr&el=desc) will **decrease** coverage by `9.87%`.
> The diff coverage is `100%`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/256/graphs/tree.svg?src=pr&token=THCDhqngRB&width=650&height=150)](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree)

```diff
@@            Coverage Diff            @@
##           master    #256      +/-   ##
=========================================
- Coverage   96.97%   87.1%   -9.88%     
=========================================
  Files          57      57              
  Lines        7449    7450       +1     
  Branches      587     587              
=========================================
- Hits         7224    6489     -735     
- Misses        168     872     +704     
- Partials       57      89      +32
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [aioredis/locks.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvbG9ja3MucHk=) | `95.65% <100%> (-4.35%)` | :arrow_down: |
| [tests/geo\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvZ2VvX2NvbW1hbmRzX3Rlc3QucHk=) | `18.46% <0%> (-81.54%)` | :arrow_down: |
| [tests/sentinel\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfY29tbWFuZHNfdGVzdC5weQ==) | `18.6% <0%> (-81.4%)` | :arrow_down: |
| [aioredis/commands/geo.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvZ2VvLnB5) | `22.53% <0%> (-77.47%)` | :arrow_down: |
| [tests/ssl\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvc3NsX3Rlc3QucHk=) | `23.52% <0%> (-76.48%)` | :arrow_down: |
| [tests/sentinel\_failover\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfZmFpbG92ZXJfdGVzdC5weQ==) | `12.78% <0%> (-75.19%)` | :arrow_down: |
| [aioredis/sentinel/commands.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvY29tbWFuZHMucHk=) | `37.03% <0%> (-60.5%)` | :arrow_down: |
| [aioredis/log.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvbG9nLnB5) | `45.45% <0%> (-54.55%)` | :arrow_down: |
| [tests/conftest.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvY29uZnRlc3QucHk=) | `58.89% <0%> (-31.58%)` | :arrow_down: |
| [aioredis/commands/generic.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvZ2VuZXJpYy5weQ==) | `81.37% <0%> (-18.63%)` | :arrow_down: |
| ... and [15 more](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree-more) | |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=footer). Last update [0f73783...5e671fe](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",nan,nan
6,issue_comment,256,aio-libs,aioredis,pfreixes,2017-06-29 21:11:01,A really weird error in Travis regarding some firs steps to get ready the environment ...,nan,nan
7,issue_comment,256,aio-libs,aioredis,popravich,2017-06-30 07:04:31,Can you resubmit the PR into v0.3 branch?,nan,nan
8,issue_comment,256,aio-libs,aioredis,pfreixes,2017-06-30 07:13:44,https://github.com/aio-libs/aioredis/pull/257,nan,nan
9,issue_comment,256,aio-libs,aioredis,popravich,2017-06-30 08:23:33,Released `v1.0.0b2`  and `v0.3.3`,nan,nan
 , , , , , , , , , 
 , , , , , , , , , 
2,issue_comment,258,aio-libs,aioredis,samuelcolvin,2017-06-30 09:05:41,"ok, just seen the tag. still changes.txt update would be good",nan,nan
3,issue_comment,258,aio-libs,aioredis,popravich,2017-06-30 13:59:32,have you checked branch `v0.3`?,nan,nan
