Unnamed: 0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
4,issue_comment,210,aio-libs,aioredis,popravich,2017-04-28 14:18:34,"Thanks for the patch.
Please add some tests",nan,nan
5,issue_comment,210,aio-libs,aioredis,codecov-io,2017-05-02 08:21:08,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/210?src=pr&el=h1) Report
> Merging [#210](https://codecov.io/gh/aio-libs/aioredis/pull/210?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/44964976fabfacb06254bf273873dd4d25cc46ec?src=pr&el=desc) will **decrease** coverage by `0.14%`.
> The diff coverage is `100%`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/210/graphs/tree.svg?token=THCDhqngRB&width=650&height=150&src=pr)](https://codecov.io/gh/aio-libs/aioredis/pull/210?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##           master     #210      +/-   ##
==========================================
- Coverage    95.6%   95.45%   -0.15%     
==========================================
  Files          56       56              
  Lines        7273     7306      +33     
  Branches      595      599       +4     
==========================================
+ Hits         6953     6974      +21     
- Misses        231      241      +10     
- Partials       89       91       +2
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/210?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [tests/pool\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/210?src=pr&el=tree#diff-dGVzdHMvcG9vbF90ZXN0LnB5) | `98.17% <100%> (+0.07%)` | :arrow_up: |
| [aioredis/pool.py](https://codecov.io/gh/aio-libs/aioredis/pull/210?src=pr&el=tree#diff-YWlvcmVkaXMvcG9vbC5weQ==) | `84.72% <100%> (+0.16%)` | :arrow_up: |
| [tests/py35\_pubsub\_receiver\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/210?src=pr&el=tree#diff-dGVzdHMvcHkzNV9wdWJzdWJfcmVjZWl2ZXJfdGVzdC5weQ==) | `94.11% <0%> (-5.89%)` | :arrow_down: |
| [aioredis/sentinel/pool.py](https://codecov.io/gh/aio-libs/aioredis/pull/210?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvcG9vbC5weQ==) | `79.37% <0%> (-2.73%)` | :arrow_down: |
| [tests/sentinel\_failover\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/210?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfZmFpbG92ZXJfdGVzdC5weQ==) | `84.21% <0%> (-2.26%)` | :arrow_down: |
| [tests/pubsub\_receiver\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/210?src=pr&el=tree#diff-dGVzdHMvcHVic3ViX3JlY2VpdmVyX3Rlc3QucHk=) | `100% <0%> (ø)` | :arrow_up: |
| [aioredis/pubsub.py](https://codecov.io/gh/aio-libs/aioredis/pull/210?src=pr&el=tree#diff-YWlvcmVkaXMvcHVic3ViLnB5) | `94.47% <0%> (+0.17%)` | :arrow_up: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/210?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/210?src=pr&el=footer). Last update [4496497...67a1991](https://codecov.io/gh/aio-libs/aioredis/pull/210?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",nan,nan
6,issue_comment,210,aio-libs,aioredis,hubo1016,2017-05-03 07:33:20,"@popravich tests done. Some tests are failing on Travis-CI, but they are not likely related to the changes.",nan,nan
7,issue_comment,210,aio-libs,aioredis,popravich,2017-05-03 07:34:22,"Ok, thanks, I will check everything",nan,nan
8,issue_comment,210,aio-libs,aioredis,popravich,2017-05-03 12:03:00,Thanks,nan,nan
 , , , , , , , , , 
 , , , , , , , , , 
5,pull_request_commit_comment,212,aio-libs,aioredis,kxepal,2017-04-29 08:22:14,Why not to add a parser argument for this? And this will let you remove ugly try/except at the parser module bottom.,7ad965c5e93371b99fe643a1a42f32c4482a82fc,"(21, '', u'aioredis/connection.py')"
4,issue_comment,212,aio-libs,aioredis,codecov-io,2017-04-29 08:28:35,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/212?src=pr&el=h1) Report
> Merging [#212](https://codecov.io/gh/aio-libs/aioredis/pull/212?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/05784ac1c715d2b0cbd520df739b0bcad74a71f3?src=pr&el=desc) will **decrease** coverage by `0.35%`.
> The diff coverage is `90.16%`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/212/graphs/tree.svg?src=pr&width=650&token=THCDhqngRB&height=150)](https://codecov.io/gh/aio-libs/aioredis/pull/212?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##           master     #212      +/-   ##
==========================================
- Coverage    95.6%   95.25%   -0.36%     
==========================================
  Files          56       58       +2     
  Lines        7306     7688     +382     
  Branches      599      641      +42     
==========================================
+ Hits         6985     7323     +338     
- Misses        232      263      +31     
- Partials       89      102      +13
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/212?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [aioredis/connection.py](https://codecov.io/gh/aio-libs/aioredis/pull/212?src=pr&el=tree#diff-YWlvcmVkaXMvY29ubmVjdGlvbi5weQ==) | `92.95% <100%> (ø)` | :arrow_up: |
| [tests/conftest.py](https://codecov.io/gh/aio-libs/aioredis/pull/212?src=pr&el=tree#diff-dGVzdHMvY29uZnRlc3QucHk=) | `87.19% <100%> (-0.84%)` | :arrow_down: |
| [aioredis/parser.py](https://codecov.io/gh/aio-libs/aioredis/pull/212?src=pr&el=tree#diff-YWlvcmVkaXMvcGFyc2VyLnB5) | `86.66% <86.66%> (ø)` | |
| [tests/pyreader\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/212?src=pr&el=tree#diff-dGVzdHMvcHlyZWFkZXJfdGVzdC5weQ==) | `92.98% <92.98%> (ø)` | |
| [aioredis/sentinel/pool.py](https://codecov.io/gh/aio-libs/aioredis/pull/212?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvcG9vbC5weQ==) | `77.82% <0%> (-3.9%)` | :arrow_down: |
| [aioredis/commands/transaction.py](https://codecov.io/gh/aio-libs/aioredis/pull/212?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvdHJhbnNhY3Rpb24ucHk=) | `84.02% <0%> (-2.09%)` | :arrow_down: |
| [aioredis/pubsub.py](https://codecov.io/gh/aio-libs/aioredis/pull/212?src=pr&el=tree#diff-YWlvcmVkaXMvcHVic3ViLnB5) | `93.46% <0%> (-1.01%)` | :arrow_down: |
| [tests/sentinel\_failover\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/212?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfZmFpbG92ZXJfdGVzdC5weQ==) | `84.21% <0%> (-0.76%)` | :arrow_down: |
| ... and [3 more](https://codecov.io/gh/aio-libs/aioredis/pull/212?src=pr&el=tree-more) | |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/212?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/212?src=pr&el=footer). Last update [05784ac...7ad965c](https://codecov.io/gh/aio-libs/aioredis/pull/212?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",nan,nan
6,pull_request_commit_comment,212,aio-libs,aioredis,popravich,2017-04-29 08:29:28,"Yes, I will add an argument for parser class.
However hiredis will still be a requirement and default parser.
I've added PyReader to make lib run on PyPy3.",7ad965c5e93371b99fe643a1a42f32c4482a82fc,"(21, '', u'aioredis/connection.py')"
