Unnamed: 0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
5,pull_request_commit_comment,963,nilearn,nilearn,bthirion,2016-01-26 08:20:23,"pep8
",ace4d6b476cdd9fe6d1ac928066396c3c3ba702d,"(None, '', u'nilearn/signal.py')"
6,pull_request_commit_comment,963,nilearn,nilearn,lesteve,2016-01-26 09:09:32,"Shameful plug, this was caught by the allowed failures build in Travis:
https://travis-ci.org/nilearn/nilearn/jobs/104836962

You can run ./continuous_integration/flake8_diff.sh if you want to make sure you don't introduce errors that flake8 would detect.
",ace4d6b476cdd9fe6d1ac928066396c3c3ba702d,"(None, '', u'nilearn/signal.py')"
7,pull_request_commit_comment,963,nilearn,nilearn,GaelVaroquaux,2016-01-26 09:20:01,"Indeed. Fixed!
",ace4d6b476cdd9fe6d1ac928066396c3c3ba702d,"(None, '', u'nilearn/signal.py')"
8,pull_request_commit_comment,963,nilearn,nilearn,AlexandreAbraham,2016-01-26 09:40:41,"Personally, I prefer `np.abs(confounds).max(axis=0)`.
",ace4d6b476cdd9fe6d1ac928066396c3c3ba702d,"(None, '', u'nilearn/signal.py')"
9,pull_request_commit_comment,963,nilearn,nilearn,GaelVaroquaux,2016-01-26 09:44:20,"> > -            confound_max = np.maximum(confounds.max(axis=0),
> > -                                      -confounds.min(axis=0))
> 
> Personally, I prefer np.abs(confounds).max(axis=0).

It creates a larger temporary array. But that may be premature
optimization. On the other hand, your preference may also be premature
optimization :).
",ace4d6b476cdd9fe6d1ac928066396c3c3ba702d,"(None, '', u'nilearn/signal.py')"
10,pull_request_commit_comment,963,nilearn,nilearn,eickenberg,2016-01-26 09:47:31,"that makes a temporary array, but probably no problem since it wouldn't be
big

On Tue, Jan 26, 2016 at 10:40 AM, Alexandre Abraham <
notifications@github.com> wrote:

> In nilearn/signal.py
> https://github.com/nilearn/nilearn/pull/963#discussion_r50812317:
> 
> > @@ -473,7 +473,16 @@ def clean(signals, sessions=None, detrend=True, standardize=True,
> >      # Remove confounds
> >      if confounds is not None:
> >          confounds = _ensure_float(confounds)
> > -        confounds = _standardize(confounds, normalize=True, detrend=detrend)
> > -        confounds = _standardize(confounds, normalize=standardize,
> > -                                 detrend=detrend)
> > -        if not standardize:
> > -            # Improve numerical stability by controlling the range of
> > -            # confounds. We don't rely on _standardize as it removes any
> > -            # constant contribution to confounds
> > -            confound_max = np.maximum(confounds.max(axis=0),
> > -                                      -confounds.min(axis=0))
> 
> Personally, I prefer np.abs(confounds).max(axis=0).
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/nilearn/nilearn/pull/963/files#r50812317.
",ace4d6b476cdd9fe6d1ac928066396c3c3ba702d,"(None, '', u'nilearn/signal.py')"
11,pull_request_commit_comment,963,nilearn,nilearn,AlexandreAbraham,2016-01-26 10:16:30,"> It creates a larger temporary array. But that may be premature
> optimization. On the other hand, your preference may also be premature
> optimization :).

On one hand, my solution allocates a temporary array of negligible size (given my prior information on what confounds may look like). On the other hand, it is faster and IMHO easier to read than yours.

As I said, it a personal opinion, and I also love to nitpick ;).
",ace4d6b476cdd9fe6d1ac928066396c3c3ba702d,"(None, '', u'nilearn/signal.py')"
12,pull_request_commit_comment,963,nilearn,nilearn,GaelVaroquaux,2016-01-26 10:27:16,"> As I said, it a personal opinion, and I also love to nitpick ;).

OK, I addressed your nitpick. But I think that we should focus on the
bigger picture.
",ace4d6b476cdd9fe6d1ac928066396c3c3ba702d,"(None, '', u'nilearn/signal.py')"
13,pull_request_commit_comment,963,nilearn,nilearn,lesteve,2016-01-28 08:28:02,"Nitpick: would it not be slightly better to check that all the values are close to 0, i.e. removing the `.mean()`?
",ace4d6b476cdd9fe6d1ac928066396c3c3ba702d,"(6, '', u'nilearn/tests/test_signal.py')"
14,pull_request_commit_comment,963,nilearn,nilearn,GaelVaroquaux,2016-01-28 09:49:55,"> Nitpick: would it not be slightly better to check that all the values
> are close to 0, i.e. removing the .mean()?

Addressed. Let's wait for CI.
",ace4d6b476cdd9fe6d1ac928066396c3c3ba702d,"(6, '', u'nilearn/tests/test_signal.py')"
 , , , , , , , , , 
 , , , , , , , , , 
