Unnamed: 0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
11,pull_request_commit_comment,360,pycqa,astroid,The-Compiler,2016-08-23 20:10:55,"You can't just compare strings:

```
>>> '3.0.0' < '21.0.0'
False
```

See what [pytest does](https://github.com/pytest-dev/pytest/blob/master/setup.py#L44) here.
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(None, '', u'astroid/__pkginfo__.py')"
4,issue_comment,360,pycqa,astroid,coveralls,2016-08-23 20:17:37,"[![Coverage Status](https://coveralls.io/builds/7575155/badge)](https://coveralls.io/builds/7575155)

Coverage decreased (-1.8%) to 87.303% when pulling **6760eacb48c4a003dd6148feaa48f69a32966872 on moylop260:master-setuptools-compatibility-moy** into **8ec025fa36c9c627bcdd6da7fab56271731d47eb on PyCQA:master**.
",nan,nan
5,issue_comment,360,pycqa,astroid,coveralls,2016-08-23 20:17:37,"[![Coverage Status](https://coveralls.io/builds/7575155/badge)](https://coveralls.io/builds/7575155)

Coverage decreased (-1.8%) to 87.303% when pulling **6760eacb48c4a003dd6148feaa48f69a32966872 on moylop260:master-setuptools-compatibility-moy** into **8ec025fa36c9c627bcdd6da7fab56271731d47eb on PyCQA:master**.
",nan,nan
12,pull_request_commit_comment,360,pycqa,astroid,moylop260,2016-08-23 20:45:45,"Excellent code!
Thanks for feedback

Fixed
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(None, '', u'astroid/__pkginfo__.py')"
6,issue_comment,360,pycqa,astroid,coveralls,2016-08-23 20:57:49,"[![Coverage Status](https://coveralls.io/builds/7575866/badge)](https://coveralls.io/builds/7575866)

Coverage decreased (-3.8%) to 85.342% when pulling **8e2420741c4aa21935fd7158163dbd33e37a73e7 on moylop260:master-setuptools-compatibility-moy** into **8ec025fa36c9c627bcdd6da7fab56271731d47eb on PyCQA:master**.
",nan,nan
7,issue_comment,360,pycqa,astroid,coveralls,2016-08-23 21:06:13,"[![Coverage Status](https://coveralls.io/builds/7576005/badge)](https://coveralls.io/builds/7576005)

Coverage decreased (-1.0%) to 88.132% when pulling **d394ab7c428dd4087c8d25bd119fbd32d633e63d on moylop260:master-setuptools-compatibility-moy** into **8ec025fa36c9c627bcdd6da7fab56271731d47eb on PyCQA:master**.
",nan,nan
8,issue_comment,360,pycqa,astroid,coveralls,2016-08-23 21:06:13,"[![Coverage Status](https://coveralls.io/builds/7576005/badge)](https://coveralls.io/builds/7576005)

Coverage decreased (-1.0%) to 88.132% when pulling **d394ab7c428dd4087c8d25bd119fbd32d633e63d on moylop260:master-setuptools-compatibility-moy** into **8ec025fa36c9c627bcdd6da7fab56271731d47eb on PyCQA:master**.
",nan,nan
9,issue_comment,360,pycqa,astroid,coveralls,2016-08-23 21:22:15,"[![Coverage Status](https://coveralls.io/builds/7576307/badge)](https://coveralls.io/builds/7576307)

Coverage decreased (-3.8%) to 85.342% when pulling **9e0f719956732e9fcff183ed94bc38d9d972ef71 on moylop260:master-setuptools-compatibility-moy** into **8ec025fa36c9c627bcdd6da7fab56271731d47eb on PyCQA:master**.
",nan,nan
13,pull_request_commit_comment,360,pycqa,astroid,jayvdb,2016-08-23 22:40:54,"The acceptable setuptools version for `python_version` is 3.3 according to https://gsnedders.github.io/python-marker-test/results.html
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(None, '', u'astroid/__pkginfo__.py')"
14,pull_request_commit_comment,360,pycqa,astroid,moylop260,2016-08-23 23:38:44," @jayvdb I don't understand your point.
Could you help me to clarify?
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(None, '', u'astroid/__pkginfo__.py')"
