Unnamed: 0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
8,issue_comment,1512,nilearn,nilearn,codecov[bot],2017-09-18 14:07:51,"# [Codecov](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=h1) Report
> Merging [#1512](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=desc) into [master](https://codecov.io/gh/nilearn/nilearn/commit/64e5c43ba0f628d0b603b85ac17acc0fa94a7893?src=pr&el=desc) will **increase** coverage by `<.01%`.
> The diff coverage is `100%`.

[![Impacted file tree graph](https://codecov.io/gh/nilearn/nilearn/pull/1512/graphs/tree.svg?height=150&token=KpYArSdyXv&width=650&src=pr)](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##           master    #1512      +/-   ##
==========================================
+ Coverage   94.48%   94.48%   +<.01%     
==========================================
  Files         122      122              
  Lines       14910    14912       +2     
==========================================
+ Hits        14088    14090       +2     
  Misses        822      822
```


| [Impacted Files](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [nilearn/image/tests/test\_resampling.py](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=tree#diff-bmlsZWFybi9pbWFnZS90ZXN0cy90ZXN0X3Jlc2FtcGxpbmcucHk=) | `98.77% <100%> (ø)` | :arrow_up: |
| [nilearn/image/resampling.py](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=tree#diff-bmlsZWFybi9pbWFnZS9yZXNhbXBsaW5nLnB5) | `99.49% <100%> (ø)` | :arrow_up: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=footer). Last update [64e5c43...38cc815](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",nan,nan
9,issue_comment,1512,nilearn,nilearn,jnecus,2017-09-18 16:14:33,I don't quite understand codecov and why this minor change has resulted in a failure. Can anybody help explain? :-),nan,nan
5,issue_comment,1512,nilearn,nilearn,bthirion,2017-09-19 06:32:07,"Looks good, thx; could you add a test to check that linear resampling behaves well.",nan,nan
6,issue_comment,1512,nilearn,nilearn,bthirion,2017-09-19 06:32:53,"The ""failure"" is just that you added one untested line of code ;-)",nan,nan
18,pull_request_commit_comment,1512,nilearn,nilearn,GaelVaroquaux,2017-09-19 09:57:37,Style nitpick: could you remove the empty lines before the two elif,38cc815eaefc9ddef3d4763829dee45e01c4e47b,"(None, '', u'nilearn/image/resampling.py')"
10,issue_comment,1512,nilearn,nilearn,GaelVaroquaux,2017-09-19 10:00:33,"This is almost there. We need you to add a test of the new mode. Specifically, in the file nilearn/image/tests/test_resampling.py, you could add ""linear"" to the list of options tested at line 96 and line 102.

Thanks!",nan,nan
11,issue_comment,1512,nilearn,nilearn,jnecus,2017-09-19 10:08:50,"@GaelVaroquaux Thank's for the direct advice. I'm new to this :-)

Should be all sorted now.

",nan,nan
19,pull_request_commit_comment,1512,nilearn,nilearn,GaelVaroquaux,2017-09-19 12:46:03,"Sorry to always come back with a new comment, but the Python style guide (known as 'PEP8') says that there should be a space here, after the coma: always a space after, never before.",38cc815eaefc9ddef3d4763829dee45e01c4e47b,"(None, '', u'nilearn/image/tests/test_resampling.py')"
20,pull_request_commit_comment,1512,nilearn,nilearn,GaelVaroquaux,2017-09-19 12:46:18,Same comment on style: space after comma.,38cc815eaefc9ddef3d4763829dee45e01c4e47b,"(None, '', u'nilearn/image/tests/test_resampling.py')"
12,issue_comment,1512,nilearn,nilearn,GaelVaroquaux,2017-09-19 12:47:36,"> Thank's for the direct advice. I'm new to this :-)

Don't worry: we've all been new. Thanks a lot for pitching in, you're
providing value and we appreciate.

",nan,nan
