Unnamed: 0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
5,issue_comment,1573,nilearn,nilearn,codecov[bot],2017-11-23 20:47:31,"# [Codecov](https://codecov.io/gh/nilearn/nilearn/pull/1573?src=pr&el=h1) Report
> Merging [#1573](https://codecov.io/gh/nilearn/nilearn/pull/1573?src=pr&el=desc) into [master](https://codecov.io/gh/nilearn/nilearn/commit/1d90db33cbb864b2413647ea771edc25245c8ff7?src=pr&el=desc) will **increase** coverage by `<.01%`.
> The diff coverage is `100%`.

[![Impacted file tree graph](https://codecov.io/gh/nilearn/nilearn/pull/1573/graphs/tree.svg?width=650&token=KpYArSdyXv&height=150&src=pr)](https://codecov.io/gh/nilearn/nilearn/pull/1573?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##           master    #1573      +/-   ##
==========================================
+ Coverage   94.45%   94.45%   +<.01%     
==========================================
  Files         125      125              
  Lines       15348    15349       +1     
==========================================
+ Hits        14497    14498       +1     
  Misses        851      851
```


| [Impacted Files](https://codecov.io/gh/nilearn/nilearn/pull/1573?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [nilearn/decoding/space\_net.py](https://codecov.io/gh/nilearn/nilearn/pull/1573?src=pr&el=tree#diff-bmlsZWFybi9kZWNvZGluZy9zcGFjZV9uZXQucHk=) | `94.7% <100%> (+0.01%)` | :arrow_up: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/nilearn/nilearn/pull/1573?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/nilearn/nilearn/pull/1573?src=pr&el=footer). Last update [1d90db3...9dc1d9f](https://codecov.io/gh/nilearn/nilearn/pull/1573?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",nan,nan
6,pull_request_commit_comment,1573,nilearn,nilearn,KamalakerDadi,2017-11-23 21:27:14,"What is the right way to say about -infs in cv_scores_ as ?
I would like to add a note here about -inf values",9dc1d9f1e2c707e77ba66d5dfed827fdb4d1e9b5,"(89, '', u'nilearn/decoding/space_net.py')"
7,pull_request_commit_comment,1573,nilearn,nilearn,bthirion,2017-11-23 22:36:11,values of the mask image,9dc1d9f1e2c707e77ba66d5dfed827fdb4d1e9b5,"(None, '', u'nilearn/decoding/space_net.py')"
8,pull_request_commit_comment,1573,nilearn,nilearn,bthirion,2017-11-23 22:45:18,same comment here.,9dc1d9f1e2c707e77ba66d5dfed827fdb4d1e9b5,"(None, '', u'nilearn/decoding/space_net.py')"
 , , , , , , , , , 
 , , , , , , , , , 
4,issue_comment,881,nilearn,nilearn,ainafp,2015-12-02 18:03:08,"To check the shapes of w_, ymean_, Xmean_, Xstd_
",nan,nan
5,pull_request_commit_comment,881,nilearn,nilearn,banilo,2015-12-03 10:28:21,"...""of X ACROSS samples""?
",a2737116f86e389a16c09ad9fa88f040b5a9ad33,"(None, '', u'nilearn/decoding/space_net.py')"
6,pull_request_commit_comment,881,nilearn,nilearn,banilo,2015-12-03 10:29:59,"n_classes-1 is only true for 2 classes? Does this really also hold for one-versus-rest scenarios?
",a2737116f86e389a16c09ad9fa88f040b5a9ad33,"(None, '', u'nilearn/decoding/space_net.py')"
7,pull_request_commit_comment,881,nilearn,nilearn,banilo,2015-12-03 10:32:15,"Style
",a2737116f86e389a16c09ad9fa88f040b5a9ad33,"(None, '', u'nilearn/decoding/space_net.py')"
8,pull_request_commit_comment,881,nilearn,nilearn,ainafp,2015-12-03 10:37:38,"not sure. That's why I added the ""to check"" comment.
@dohmatob what do you think?
",a2737116f86e389a16c09ad9fa88f040b5a9ad33,"(None, '', u'nilearn/decoding/space_net.py')"
