Unnamed: 0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
9,issue_comment,84,nilearn,nilearn,pgervais,2013-06-27 07:33:54,"Sorry for the size of the example, but this is currently the only one in NiLearn that can be used for such a computation (all the others are not coregistered).
",nan,nan
10,pull_request_commit_comment,84,nilearn,nilearn,GaelVaroquaux,2013-08-01 13:06:55,"We don't care about non CPython
",21a9ecd7640f92c77dd0bad67ba64e366aefa3ab,"(None, '', u'nilearn/_utils/logger.py')"
4,issue_comment,84,nilearn,nilearn,GaelVaroquaux,2013-08-01 13:10:19,"Let's:

a) Put comments in the file on the limitation of this approach

b) Merge this guy and move on
",nan,nan
6,issue_comment,84,nilearn,nilearn,pgervais,2013-08-29 11:38:42,"I'm going to need this PR very soon. A final review would be appreciated before merging.
",nan,nan
11,pull_request_commit_comment,84,nilearn,nilearn,GaelVaroquaux,2013-08-29 11:49:20,"This should be in the ""notes"" section of the docstring, at the end.
",21a9ecd7640f92c77dd0bad67ba64e366aefa3ab,"(None, '', u'nilearn/_utils/logger.py')"
12,pull_request_commit_comment,84,nilearn,nilearn,GaelVaroquaux,2013-08-29 12:04:39,"I much prefer string formatting to string algebra (+). It seems to me that you could write the few lines above using string formatting (with an if statement, and maybe a temporary string) and that it would be more readable.
",21a9ecd7640f92c77dd0bad67ba64e366aefa3ab,"(None, '', u'nilearn/_utils/logger.py')"
13,pull_request_commit_comment,84,nilearn,nilearn,GaelVaroquaux,2013-08-29 12:18:21,"Shouldn't we capture sys.stdout to do more than smoke testing?
",21a9ecd7640f92c77dd0bad67ba64e366aefa3ab,"(None, '', u'nilearn/tests/test_logger.py')"
5,issue_comment,84,nilearn,nilearn,GaelVaroquaux,2013-08-29 12:19:07,"Good apart from my comments.
",nan,nan
7,issue_comment,84,nilearn,nilearn,pgervais,2013-08-29 16:20:43,"I made a lot of refactoring, corrected a bug. The code is now much clearer indeed.

@GaelVaroquaux when you have a moment, can you tell me if the tests that I added are fine for you?
",nan,nan
8,issue_comment,84,nilearn,nilearn,pgervais,2013-09-02 13:19:53,"Merged by rebasing.
",nan,nan
 , , , , , , , , , 
 , , , , , , , , , 
