Unnamed: 0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
4,issue_comment,481,idan,oauthlib,thedrow,2017-07-30 06:48:46,"How come the tests did pass before that? This implies we're missing coverage for a code branch where nonces are not present.
Can you please add a unit test for this code branch?",nan,nan
5,issue_comment,481,idan,oauthlib,skion,2017-07-30 21:35:37,Reopening accidental close...,nan,nan
6,issue_comment,481,idan,oauthlib,wiliamsouza,2017-08-19 02:39:18,"`nonce` is no longer required as stated by http://openid.net/specs/openid-connect-core-1_0.html#AuthRequest

```
nonce
OPTIONAL. String value used to associate a Client session with an ID Token, and to mitigate replay attacks. The value is passed through unmodified from the Authentication Request to the ID Token. Sufficient entropy MUST be present in the nonce values used to prevent attackers from guessing values. For implementation notes, see Section 15.5.2.
```",nan,nan
7,issue_comment,481,idan,oauthlib,skion,2017-08-19 06:57:03,"@wiliamsouza It's always been optional in code flow, but should still be included if present.",nan,nan
8,issue_comment,481,idan,oauthlib,wiliamsouza,2017-09-10 21:45:05,With missing tests LGTM,nan,nan
13,pull_request_commit_comment,481,idan,oauthlib,wiliamsouza,2017-09-10 22:38:35,"Suggestion: Add the following text to method doc string:

```
+        nonce
+                OPTIONAL. String value used to associate a Client session with an
+                ID Token, and to mitigate replay attacks. The value is passed
+                through unmodified from the Authentication Request to the ID Token.
+                Sufficient entropy MUST be present in the nonce values used to
+                prevent attackers from guessing values

```",8437a24625aca5623b385aeba5e873f051871306,"(3, '', u'oauthlib/oauth2/rfc6749/grant_types/openid_connect.py')"
9,issue_comment,481,idan,oauthlib,skion,2017-09-13 22:24:08,">  Can you please add a unit test for this code branch?

@thedrow Something like this 13c6cf5?



Also, should the other OIDC params end up as credentials as well? If so, then can add them in similar way.",nan,nan
10,issue_comment,481,idan,oauthlib,thedrow,2017-09-17 11:21:56,"@skion Can you please rebase this branch?
Also, what other OIDC parameters are we talking about?",nan,nan
11,issue_comment,481,idan,oauthlib,skion,2017-09-17 20:31:14,"I think I did not spot `max_age` and `acr_values` anywhere, but we may also want things like `claims_locales`, `request` or `request_uri` eventually? 

Rebased!",nan,nan
12,issue_comment,481,idan,oauthlib,thedrow,2017-09-18 07:57:58,Frankly I'm not familiar with OpenID as much as OAuth2 to tell you yes or no. Up to you.,nan,nan
 , , , , , , , , , 
 , , , , , , , , , 
