Unnamed: 0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
6,pull_request_commit_comment,559,nilearn,nilearn,GaelVaroquaux,2015-04-24 11:44:55,"Not important for nilearn, but next time you release, you should have in mind to remove the '-dev' tag.
",fc8f8c48b034cba42fae4bb5b2b69d8fc0a9541c,"(5, '', u'doc/sphinxext/sphinxgallery/__init__.py')"
5,issue_comment,559,nilearn,nilearn,GaelVaroquaux,2015-04-24 11:45:16,"LGTM. :+1: for merge.
",nan,nan
7,pull_request_commit_comment,559,nilearn,nilearn,Titan-C,2015-04-24 11:48:41,"I'm new to this release numbering. But the dev tag was on purpose so it shall not conflict with future versions on pypi.
",fc8f8c48b034cba42fae4bb5b2b69d8fc0a9541c,"(5, '', u'doc/sphinxext/sphinxgallery/__init__.py')"
 , , , , , , , , , 
 , , , , , , , , , 
3,issue_comment,555,nilearn,nilearn,GaelVaroquaux,2015-04-23 14:24:24,"I think that this should be addressed in matplotlib, and not in nilearn.
The only reason that we have colormaps in nilearn is because we needed bivalued colormaps with black in the center. Maybe we should ask matplotlib if they are interested in having these, and we could move them upstream.
",nan,nan
6,issue_comment,555,nilearn,nilearn,banilo,2015-04-23 14:26:26,"Those look nice :)
",nan,nan
4,issue_comment,555,nilearn,nilearn,GaelVaroquaux,2015-04-23 14:27:57,"> Those look nice :)

Yes, but feature creep.
",nan,nan
7,issue_comment,555,nilearn,nilearn,banilo,2015-04-23 14:28:35,"> feature creep

Cool, I did not know this expression.
",nan,nan
5,issue_comment,555,nilearn,nilearn,AlexandreAbraham,2015-04-23 14:38:45,"OK, closing!
",nan,nan
 , , , , , , , , , 
 , , , , , , , , , 
7,issue_comment,554,nilearn,nilearn,lesteve,2015-04-21 08:58:58,"Just launched a clean doc generation from master, will let you know.

Does your error happens after or before the examples are run ?
",nan,nan
5,issue_comment,554,nilearn,nilearn,AlexandreAbraham,2015-04-21 09:00:53,"I've done a noplot, so no build of examples.
",nan,nan
8,issue_comment,554,nilearn,nilearn,lesteve,2015-04-21 09:06:47,"I get the same error with `cd doc && make html-noplot`
",nan,nan
9,issue_comment,554,nilearn,nilearn,lesteve,2015-04-21 09:31:16,"Looks like this is a bug related to noplot, app.config.sphinxgallery_conf is not properly updated when plot_gallery is False.

@Titan-C, I think the only thing is to move the `if not plot_gallery: return` after this [line](https://github.com/sphinx-gallery/sphinx-gallery/blob/master/sphinxgallery/gen_gallery.py#L25)
",nan,nan
3,issue_comment,554,nilearn,nilearn,GaelVaroquaux,2015-04-24 10:22:21,"I get the same problem. We need to address this fast: currently master is somewhat broken.
",nan,nan
10,issue_comment,554,nilearn,nilearn,lesteve,2015-04-24 10:48:44,"This has been fixed in sphinx-gallery master [here](https://github.com/sphinx-gallery/sphinx-gallery/commit/6e944e29e8b23a85025b6bf44ebb6d39907d1875). 

I was thinking we could have a 0.9 sphinx-gallery release to fix this.

cc @Titan-C.
",nan,nan
6,issue_comment,554,nilearn,nilearn,AlexandreAbraham,2015-04-24 10:57:21,"Is it doable fast enough? Because I am not against a quickfix in our copy of sphinx in the meantime.
",nan,nan
4,issue_comment,554,nilearn,nilearn,GaelVaroquaux,2015-04-24 11:51:24,"Thanks Oscar!
",nan,nan
 , , , , , , , , , 
 , , , , , , , , , 
6,issue_comment,557,nilearn,nilearn,lesteve,2015-04-23 14:32:51,"The most misleading thing is that 'threshold' is listed in the docstring although it is not supposed to be an acceptable parameter of plot_anat.
",nan,nan
7,issue_comment,557,nilearn,nilearn,lesteve,2015-04-24 09:04:10,"I remove 'threshold' from the docstring in b56dc9f. Do we consider that good enough for now and close this issue?
",nan,nan
3,issue_comment,557,nilearn,nilearn,GaelVaroquaux,2015-04-24 09:08:13,"> I remove 'threshold' from the docstring in b56dc9f. Do we consider that good
> enough for now and close this issue?

No, I'd rather have a sane behavior. It's fairly easy to implement.
",nan,nan
8,issue_comment,557,nilearn,nilearn,lesteve,2015-04-24 11:23:11,"> No, I'd rather have a sane behavior. It's fairly easy to implement.

I don't know, why would a user pass a threshold parameter if it is not listed as an explicit parameter and not documented?

Maybe the simplest thing to do is actually to go the other way on this one: allow an optional 'threshold' parameter that defaults to None (i.e. not thresholded) in plot_anat ?

My contention with having some kwargs logic is that it is rather brittle. For example should we protect against resampling_interpolation being passed into the kwargs as well? Should we do this only in plot_anat or also in other plot_ functions that set threshold to a fixed value internally?
",nan,nan
5,issue_comment,557,nilearn,nilearn,KamalakerDadi,2015-05-08 12:11:45,"As @lesteve was saying, included the optional argument ""threshold=None"" in function plot_anat. It seems to behave normally by trying with three thresholds ""None"", ""auto"", ""0"". 

``` python
display = plotting.plot_anat()
display = plotting.plot_anat(threshold=0)
display = plotting.plot_anat(threshold='auto')
```

I got the same output as below:

![none](https://cloud.githubusercontent.com/assets/11410385/7536032/08b13fee-f58c-11e4-88ba-91aaa197fd90.png)

are we good enough for a pull request ?
",nan,nan
4,issue_comment,557,nilearn,nilearn,GaelVaroquaux,2015-05-11 20:18:44,"Fixed by #582
",nan,nan
 , , , , , , , , , 
 , , , , , , , , , 
11,issue_comment,556,nilearn,nilearn,lesteve,2015-04-22 14:37:45,"Just curious, what's your use case, making it easier to visually compare different connectome plots by using the same norm for all these plots?

Maybe having `edge_vmin` and `edge_vmax` arguments in plot_connectome would be easier to understand for the user.
",nan,nan
5,issue_comment,556,nilearn,nilearn,GaelVaroquaux,2015-04-22 15:03:34,"I am not very excited about exposing this super technical option to the
user while we are really striving to target simpler, less technical
users.

Is there a reason why you cannot process your data, for instance applying a
log, and then use a standard normalization?
",nan,nan
