rectype,issueid,project_owner,project_name,actor,time,text,action,title,clean_text
rectype,issueid,project_owner,project_name,actor,time,text,action,title,text
issue_title,201,idan,oauthlib,squirly,2013-08-01 22:27:37,"See #200
",start issue,OAuth2 API cleanup to match OAuth1. Proposal for Issue #200,see 200
issue_closed,201,idan,oauthlib,ib-lundgren,2013-08-03 18:57:00,,closed issue,OAuth2 API cleanup to match OAuth1. Proposal for Issue #200,
pull_request_title,201,idan,oauthlib,squirly,2013-08-01 22:27:37,"See #200
",f538ea8f87947d7c1543a8c0fcea5b0242a12ab6,OAuth2 API cleanup to match OAuth1. Proposal for Issue #200,see 200
pull_request_merged,201,idan,oauthlib,ib-lundgren,2013-08-03 18:57:00,OAuth2 API cleanup to match OAuth1. Proposal for Issue #200,0526c7ff2b337a756caf124ec8b8278621d6480c,Pull request merge from squirly/oauthlib:#200 to idan/oauthlib:master,oauth2 api cleanup match oauth1 propos issu 200
issue_comment,201,idan,oauthlib,lepture,2013-08-02 00:25:21,"Objection! This patch changed all returned values, it will break libraries relied on oauthlib.
",,,object thi patch chang return valu break librari reli oauthlib
issue_comment,201,idan,oauthlib,squirly,2013-08-02 00:27:34,"Hence 0.\* release codes. See http://semver.org/ point 4.
",,,henc 0 releas code see point 4
issue_comment,201,idan,oauthlib,ib-lundgren,2013-08-02 08:36:05,"@lepture @synasius you are the main users that I know of of the provider. What approach to making this change would work best for you? I think having the redirection in the location cleaner maps to an actual response than dedicating one of the return values to the redirect URI and would be a better approach moving forward.

@squirly yes oauthlib is not stable but rather not break libraries out of the blue so will need to roll this out with some caution.
",,,leptur synasiu main user I know provid what approach make chang would work best I think redirect locat cleaner map actual respons dedic one return valu redirect uri would better approach move forward squirli ye oauthlib stabl rather break librari blue need roll caution
issue_comment,201,idan,oauthlib,lepture,2013-08-02 08:40:02,"@ib-lundgren I've thought about it. It will not take much work for this. Put the URI in headers is much nicer.

I think I would agree with @squirly
",,,iblundgren ive thought It take much work put uri header much nicer I think I would agre squirli
issue_comment,201,idan,oauthlib,synasius,2013-08-02 09:55:24,"Love it! :+1: for the URI in the headers dict :).

> I think having the redirection in the location cleaner maps to an actual response than dedicating one of the return values to the redirect URI and would be a better approach moving forward.

Totally agree

Integration with django-oauth-toolkit should be straightforward!

Thanks for your work guys
",,,love 1 uri header dict total agre integr djangooauthtoolkit straightforward thank work guy
issue_comment,201,idan,oauthlib,squirly,2013-08-02 17:08:27,"If anyone does not have time to integrate the changes I'd be more than happy to help.
",,,If anyon time integr chang Id happi help
issue_comment,201,idan,oauthlib,ib-lundgren,2013-08-03 18:56:56,"@squirly great work!
",,,squirli great work
issue_comment,201,idan,oauthlib,ib-lundgren,2013-09-13 10:08:13,"@synasius @lepture This changes are now on PyPI as 0.6, sorry it took so long. Happy hacking!
",,,synasiu leptur thi chang pypi 06 sorri took long happi hack
issue_comment,201,idan,oauthlib,synasius,2013-09-13 10:15:29,"fine! I'm going to merge my refactor branch and release

2013/9/13 Ib Lundgren notifications@github.com

> @synasius https://github.com/synasius @lepturehttps://github.com/leptureThis changes are now on PyPI as 0.6, sorry it took so long. Happy hacking!
> 
> —
> Reply to this email directly or view it on GitHubhttps://github.com/idan/oauthlib/pull/201#issuecomment-24384902
> .

## 

Federico Frenguelli
",,,fine Im go merg refactor branch releas 2013913 Ib lundgren notificationsgithubcom federico frenguelli
issue_comment,201,idan,oauthlib,lepture,2013-09-13 11:44:15,"@ib-lundgren I've already implemented the changes.
",,,iblundgren ive alreadi implement chang
issue_comment,201,idan,oauthlib,ib-lundgren,2013-09-13 12:00:51,"@synasius :cake: 
@lepture :cake:
",,,synasiu cake leptur cake
pull_request_commit,201,idan,oauthlib,squirly,2013-08-01 22:29:58,#200 First attempt at API cleanup to match OAuth1.,f538ea8f87947d7c1543a8c0fcea5b0242a12ab6,,200 first attempt api cleanup match oauth1
