rectype,issueid,project_owner,project_name,actor,time,text,action,title,clean_text
rectype,issueid,project_owner,project_name,actor,time,text,action,title,text
issue_title,598,nilearn,nilearn,lesteve,2015-06-02 14:18:15,"for 4d images. The dtype after resampling was always 'float64' for 4d images
- Share same code for 3d and 4d images
- add test for dtype equality before and after resampling

An example that highlights the issue:

``` python
import numpy as np

import nibabel as nib

from nilearn import image

img_4d = nib.Nifti1Image(np.ones((10, 10, 10, 5), dtype='int64'), np.eye(4))
resampled_img = image.resample_img(img_4d, 2. * np.eye(4))
print('img_4d dtype:       ', img_4d.get_data().dtype)
print('resampled_img dtype:', resampled_img.get_data().dtype)
```

and its output:

```
img_4d dtype:        int64
resampled_img dtype: float64
```
",start issue,[MRG] Fix output data dtype after resampling for 4d images,4d imag the dtype resampl alway float64 4d imag share code 3d 4d imag add test dtype equal resampl An exampl highlight issu output
issue_closed,598,nilearn,nilearn,AlexandreAbraham,2015-08-25 07:30:11,,closed issue,[MRG] Fix output data dtype after resampling for 4d images,
pull_request_title,598,nilearn,nilearn,lesteve,2015-06-02 14:18:15,"for 4d images. The dtype after resampling was always 'float64' for 4d images
- Share same code for 3d and 4d images
- add test for dtype equality before and after resampling

An example that highlights the issue:

``` python
import numpy as np

import nibabel as nib

from nilearn import image

img_4d = nib.Nifti1Image(np.ones((10, 10, 10, 5), dtype='int64'), np.eye(4))
resampled_img = image.resample_img(img_4d, 2. * np.eye(4))
print('img_4d dtype:       ', img_4d.get_data().dtype)
print('resampled_img dtype:', resampled_img.get_data().dtype)
```

and its output:

```
img_4d dtype:        int64
resampled_img dtype: float64
```
",17cd0e1955982ac227a0a1f03aacfb4971590b61,[MRG] Fix output data dtype after resampling for 4d images,4d imag the dtype resampl alway float64 4d imag share code 3d 4d imag add test dtype equal resampl An exampl highlight issu output
pull_request_merged,598,nilearn,nilearn,AlexandreAbraham,2015-08-25 07:30:11,[MRG] Fix output data dtype after resampling for 4d images,eb53812ec9f52842e8925e582016638d412aa2e3,Pull request merge from lesteve/nilearn:fix-resample-img-dtype to nilearn/nilearn:master,mrg fix output data dtype resampl 4d imag
issue_comment,598,nilearn,nilearn,AlexandreAbraham,2015-06-02 23:48:56,"I agree that the inconsistency in the behavior of the function is a bug. However, casting to float, in my opinion, is the way to go if resample_img is called with `interpolation=""continuous""`. Because continuous interpolation implies that the values are continuous. For the record, we already do that in `smooth_img`.

So I am :-1: for the behavior proposed here.
",,,I agre inconsist behavior function bug howev cast float opinion way go resampleimg call becaus continu interpol impli valu continu for record alreadi So I 1 behavior propos
issue_comment,598,nilearn,nilearn,banilo,2015-06-08 08:43:46,"> I agree that the inconsistency in the behavior of the function is a bug. However, casting to float, in my opinion, is the way to go if resample_img is called with interpolation=""continuous"".

Sounds good.
",,,sound good
issue_comment,598,nilearn,nilearn,lesteve,2015-08-21 14:41:56,"I resuscitated this one. Comments welcome!
",,,I resuscit one comment welcom
pull_request_commit_comment,598,nilearn,nilearn,banilo,2015-06-02 14:25:46,"nice :)
",17cd0e1955982ac227a0a1f03aacfb4971590b61,"(None, '', u'nilearn/image/resampling.py')",nice
pull_request_commit_comment,598,nilearn,nilearn,lesteve,2015-06-02 14:29:30,"I didn't write this part, look at git blame for full credits.
",17cd0e1955982ac227a0a1f03aacfb4971590b61,"(None, '', u'nilearn/image/resampling.py')",I didnt write part look git blame full credit
