rectype,issueid,project_owner,project_name,actor,time,text,action,title,clean_text
rectype,issueid,project_owner,project_name,actor,time,text,action,title,text
issue_title,273,idan,oauthlib,garciasolero,2014-09-28 10:41:03,"This pull request includes some fixes about management of rfc6749 errors:
- First, check duplicate parameters
- Missing parameter is invalid_request error according to rfc6749
- mismatching_redirect_uri, missing_redirect_uri,invalid_redirect_uri are not defined in rfc6749 or OAuth Extensions Error Registry
- Check if response_type is present with a valid value according to rfc6749, then check if client is authorized
",start issue,Management of RFC6749 errors,thi pull request includ fix manag rfc6749 error first check duplic paramet miss paramet invalidrequest error accord rfc6749 mismatchingredirecturi missingredirecturiinvalidredirecturi defin rfc6749 oauth extens error registri check responsetyp present valid valu accord rfc6749 check client author
issue_closed,273,idan,oauthlib,garciasolero,2015-07-06 10:39:24,,closed issue,Management of RFC6749 errors,
pull_request_title,273,idan,oauthlib,garciasolero,2014-09-28 10:41:03,"This pull request includes some fixes about management of rfc6749 errors:
- First, check duplicate parameters
- Missing parameter is invalid_request error according to rfc6749
- mismatching_redirect_uri, missing_redirect_uri,invalid_redirect_uri are not defined in rfc6749 or OAuth Extensions Error Registry
- Check if response_type is present with a valid value according to rfc6749, then check if client is authorized
",005939247569ac445aded5ae2f589bbdad85a203,Management of RFC6749 errors,thi pull request includ fix manag rfc6749 error first check duplic paramet miss paramet invalidrequest error accord rfc6749 mismatchingredirecturi missingredirecturiinvalidredirecturi defin rfc6749 oauth extens error registri check responsetyp present valid valu accord rfc6749 check client author
issue_comment,273,idan,oauthlib,ib-lundgren,2014-09-29 13:00:17,"Thanks for the large inspection and cleanup @garciasolero :)

I agree with informing the user / raising a fatal error if there are duplicate `client_id` and `redirect_uri` parameters. I suppose we could restrict it to when the duplicate parameters have mismatching values but fine with either or.

As for `scope`, `state` and `response_type` I reckon we can still return an error message back to the client (which at this point should have been confirmed valid along with the redirect url). 

I think that comes close to what the spec outline in 4.{1,2}.2.1

> If the request fails due to a missing, invalid, or mismatching
> redirection URI, or if the client identifier is missing or invalid,
> the authorization server SHOULD inform the resource owner of the
> error and MUST NOT automatically redirect the user-agent to the
> invalid redirection URI.
> 
> If the resource owner denies the access request or if the request
> fails for reasons other than a missing or invalid redirection URI,
> the authorization server informs the client by adding ...
",,,thank larg inspect cleanup garciasolero I agre inform user rais fatal error duplic paramet I suppos could restrict duplic paramet mismatch valu fine either As I reckon still return error messag back client point confirm valid along redirect url I think come close spec outlin 41221
issue_comment,273,idan,oauthlib,garciasolero,2014-11-19 09:41:07,"What's going on with this pull request?
",,,what go pull request
issue_comment,273,idan,oauthlib,thedrow,2015-07-01 11:35:41,"@garciasolero We need you to rebase the PR.
",,,garciasolero We need rebas PR
issue_comment,273,idan,oauthlib,garciasolero,2015-07-06 11:04:21,"@thedrow Sorry for the inconvenience, I had some problems with rebasing and my develop branch. So I have created a new identical pull request:

https://github.com/idan/oauthlib/pull/358
",,,thedrow sorri inconveni I problem rebas develop branch So I creat new ident pull request
pull_request_commit_comment,273,idan,oauthlib,ib-lundgren,2014-09-29 13:00:58,"I recently updated errors to print properly. Might be able to remove this or repr(self)
",005939247569ac445aded5ae2f589bbdad85a203,"(None, '', u'oauthlib/oauth2/rfc6749/errors.py')",I recent updat error print properli might abl remov reprself
pull_request_commit_comment,273,idan,oauthlib,ib-lundgren,2014-09-29 13:01:57,"There is not an invalid_client_id either :) All fatal ones I made up as none should be returned to the client and served only as pseudo descriptors.
",005939247569ac445aded5ae2f589bbdad85a203,"(None, '', u'oauthlib/oauth2/rfc6749/errors.py')",there invalidclientid either all fatal one I made none return client serv pseudo descriptor
