rectype,sha,ins_del_count,issueid,actor,date,text,similarity
pull_request_commit,28e7294d2530a214416776fad1792e418c516d6b,54,1255,KamalakerDadi,2016-08-26 17:29:57,"Addressed:placing function module level, affine methods to attributes",NA
pull_request_commit_comment,NA,NA,1255,KamalakerDadi,2016-08-26 16:32:55,"Ok. I will change it.
",0.8919237531302661
pull_request_commit_comment,NA,NA,1255,AlexandreAbraham,2016-08-26 15:04:05,"We should not need this.
",0.8234446692528176
pull_request_commit_comment,NA,NA,1255,AlexandreAbraham,2016-08-26 15:56:03,"This should stay in this module. Look at how python 2 / python 3 versions are handled:

``` python
if sys.version_info[0] == 3:
    # Python 3 declarations
else:
   # Python 2 declarations
```

You should do the same here:

``` python
if LooseVersion(nibabel.__version__) > LooseVersion('2.0.0'):
    # Code compatible with newest versions
else:
    # Code compatible with older versions
```
",0.49797884122250613
pull_request_commit_comment,NA,NA,1255,AlexandreAbraham,2016-08-26 16:00:51,"You don't need this: both `img.get_affine()` and `img.affine` will work with _MNI152Template.
",0.454959064752675
 , , , , , , , 
 , , , , , , , 
pull_request_commit,222f95af663664173626b646ea869b83d2a6dd95,117,1227,KamalakerDadi,2016-08-09 22:04:21,"Addressed:subjects accpts only list, changed version, robust check in subjects input",NA
pull_request_commit_comment,NA,NA,1227,AlexandreAbraham,2016-08-08 20:31:03,"If I put `subjects=None`, I will get all the subjects but, to get no data at all, I have to put `subjects=[]`.
",0.48534753963326804
pull_request_commit_comment,NA,NA,1227,KamalakerDadi,2016-08-08 20:31:21,"You mean 0.2.5.1 -> 0.2.6 and 0.3 -> 0.2.7 ?
",0.48297719542904793
pull_request_commit_comment,NA,NA,1227,bthirion,2016-08-09 20:28:42,"I thinks so.
",0.47576308377649057
pull_request_commit_comment,NA,NA,1227,bthirion,2016-08-08 19:58:16,"I am -1 on leaving the possibility to specify subjects as int: people will be surprised. I would leave only the possibility of a list.
",0.4753626941374668
 , , , , , , , 
 , , , , , , , 
pull_request_commit,9ba6071e94f3f9b03e0cf2d2a60a0e69e26a44a8,51,1227,KamalakerDadi,2016-08-11 21:29:03,n_subjects to int and removing arguments wherever required,NA
issue_comment,NA,NA,1227,GaelVaroquaux,2016-08-11 19:59:51,"> To summarize, I will keep both n_subjects (int) and subjects (list).

Yes
",0.7418520517189287
pull_request_commit_comment,NA,NA,1227,KamalakerDadi,2016-08-08 20:31:21,"You mean 0.2.5.1 -> 0.2.6 and 0.3 -> 0.2.7 ?
",0.5841190010760651
pull_request_commit_comment,NA,NA,1227,AlexandreAbraham,2016-08-08 20:29:08,"Next version is 0.2.6 and deprecation will probably happen in 0.2.7.
",0.5835127336657311
pull_request_commit_comment,NA,NA,1227,bthirion,2016-08-09 20:28:42,"I thinks so.
",0.5615039559247396
pull_request_commit_comment,NA,NA,1227,AlexandreAbraham,2016-08-08 20:31:03,"If I put `subjects=None`, I will get all the subjects but, to get no data at all, I have to put `subjects=[]`.
",0.532088950196935
pull_request_commit_comment,NA,NA,1227,bthirion,2016-08-08 19:58:16,"I am -1 on leaving the possibility to specify subjects as int: people will be surprised. I would leave only the possibility of a list.
",0.52505177545549
pull_request_commit_comment,NA,NA,1227,KamalakerDadi,2016-08-08 20:28:59,"I didn't get your comment/question ?
",0.5086199521137135
 , , , , , , , 
 , , , , , , , 
pull_request_commit,be205150e1a525e6dae7929d2333a19738a3c39f,39,1227,KamalakerDadi,2016-08-12 19:04:54,Removed argument subjects to take default 2nd subject in examples,NA
issue_comment,NA,NA,1227,GaelVaroquaux,2016-08-11 19:59:51,"> To summarize, I will keep both n_subjects (int) and subjects (list).

Yes
",0.7794832059232055
pull_request_commit_comment,NA,NA,1227,bthirion,2016-08-08 19:58:16,"I am -1 on leaving the possibility to specify subjects as int: people will be surprised. I would leave only the possibility of a list.
",0.5050055568418583
pull_request_commit_comment,NA,NA,1227,KamalakerDadi,2016-08-08 20:31:21,"You mean 0.2.5.1 -> 0.2.6 and 0.3 -> 0.2.7 ?
",0.4971896574158804
pull_request_commit_comment,NA,NA,1227,AlexandreAbraham,2016-08-08 20:29:08,"Next version is 0.2.6 and deprecation will probably happen in 0.2.7.
",0.4954144010950938
pull_request_commit_comment,NA,NA,1227,AlexandreAbraham,2016-08-08 20:31:03,"If I put `subjects=None`, I will get all the subjects but, to get no data at all, I have to put `subjects=[]`.
",0.4732733941277122
pull_request_commit_comment,NA,NA,1227,bthirion,2016-08-09 20:28:42,"I thinks so.
",0.4663828586329075
pull_request_commit_comment,NA,NA,1227,AlexandreAbraham,2016-08-08 20:26:46,"So `None` means `all` but `[]` means no data?
",0.43118601268405143
