rectype,sha,ins_del_count,issueid,actor,date,text,similarity
pull_request_commit,8a8da8999c29d26b5e497ee360cbc9857018a23d,223,1133,KamalakerDadi,2016-06-28 09:28:01,Address comment: Integrate into demo glass brain extensive,NA
issue_comment,NA,NA,1133,KamalakerDadi,2016-06-23 09:52:33,"> +1 on integrating to the tutorial.

Into which one ?
",0.5989495026445012
issue_comment,NA,NA,1133,KamalakerDadi,2016-06-23 08:54:43,"Any reviews please ?
",0.5573103010814813
issue_comment,NA,NA,1133,KamalakerDadi,2016-06-23 10:00:43,"We have demo based `plot_demo_glass_brain` and all options based.
",0.49786503032468776
issue_comment,NA,NA,1133,AlexandreAbraham,2016-06-23 09:01:01,"The code is OK. I am just wondering if it is worth making a new example or if we should integrate this in an existing one.
",0.29538049657208576
 , , , , , , , 
 , , , , , , , 
pull_request_commit,33728d315cdad49fe51277f7ea93a7b5e9b408ec,108,1125,GaelVaroquaux,2016-06-13 11:26:12,"DOC: add an example

This example should be the 2nd one in a beginner's tutorial.",NA
issue_comment,NA,NA,1125,AlexandreAbraham,2016-06-13 10:24:42,"LGTM but I dont sée where `get_data_dir` is used. Shouldn't we advertise it in an example?
",0.28834293746558115
 , , , , , , , 
 , , , , , , , 
pull_request_commit,6ac381e9730a6ceb1807c346408513baae097789,38,924,AlexandreAbraham,2016-01-12 09:47:14,Use ConnectivityMeasure for correlation computation,NA
pull_request_commit_comment,NA,NA,924,GaelVaroquaux,2015-12-18 22:14:50,"> I think that the output of this example is a bit too messy. You should
> focus on a particular model of connectivity, e.g. sparse inverse
> covariance, and leave the others apart.

+1
",0.905624341993636
pull_request_commit_comment,NA,NA,924,bthirion,2015-12-18 21:32:46,"should be removed ?
",0.8085355369493787
pull_request_commit_comment,NA,NA,924,bthirion,2015-12-18 21:32:30,"print (**doc**) ?
",0.6897594035790382
pull_request_commit_comment,NA,NA,924,banilo,2015-12-19 23:07:19,"a comment here could increase readability for the user
",0.48897477918252674
issue_comment,NA,NA,924,bthirion,2015-12-18 21:37:55,"This kind of example is very useful, thx.
",0.4862230562787513
pull_request_commit_comment,NA,NA,924,banilo,2015-12-19 23:06:54,"We don't do the explicit plotting of the file paths etc. as we do it in other examples with fetchers.
",0.4721031306622733
pull_request_commit_comment,NA,NA,924,banilo,2015-12-19 23:07:48,"(=partial correlation)
",0.4363700757376553
pull_request_commit_comment,NA,NA,924,bthirion,2015-12-18 21:35:42,"Shouldn't we make the effort to use more specific terms, e.g. 'correlation' rather than 'connectivity' ?
",0.3689614770214569
pull_request_commit_comment,NA,NA,924,bthirion,2015-12-18 21:37:29,"I think that the output of this example is a bit too messy. You should focus on a  particular model of connectivity, e.g. sparse inverse covariance, and leave the others apart.
",0.349903727395138
 , , , , , , , 
 , , , , , , , 
pull_request_commit,6e5083f80d4c6878a02d65f3b0f3431d534938ca,36,924,AlexandreAbraham,2016-01-12 09:47:14,Use ConnectivityMeasure for correlation computation,NA
pull_request_commit_comment,NA,NA,924,GaelVaroquaux,2015-12-18 22:14:50,"> I think that the output of this example is a bit too messy. You should
> focus on a particular model of connectivity, e.g. sparse inverse
> covariance, and leave the others apart.

+1
",0.905624341993636
pull_request_commit_comment,NA,NA,924,bthirion,2015-12-18 21:32:46,"should be removed ?
",0.8085355369493787
pull_request_commit_comment,NA,NA,924,bthirion,2015-12-18 21:32:30,"print (**doc**) ?
",0.6897594035790382
pull_request_commit_comment,NA,NA,924,banilo,2015-12-19 23:07:19,"a comment here could increase readability for the user
",0.48897477918252674
issue_comment,NA,NA,924,bthirion,2015-12-18 21:37:55,"This kind of example is very useful, thx.
",0.4862230562787513
pull_request_commit_comment,NA,NA,924,banilo,2015-12-19 23:06:54,"We don't do the explicit plotting of the file paths etc. as we do it in other examples with fetchers.
",0.4721031306622733
pull_request_commit_comment,NA,NA,924,banilo,2015-12-19 23:07:48,"(=partial correlation)
",0.4363700757376553
pull_request_commit_comment,NA,NA,924,bthirion,2015-12-18 21:35:42,"Shouldn't we make the effort to use more specific terms, e.g. 'correlation' rather than 'connectivity' ?
",0.3689614770214569
pull_request_commit_comment,NA,NA,924,bthirion,2015-12-18 21:37:29,"I think that the output of this example is a bit too messy. You should focus on a  particular model of connectivity, e.g. sparse inverse covariance, and leave the others apart.
",0.349903727395138
 , , , , , , , 
 , , , , , , , 
pull_request_commit,1039a5cd211fcd785a6a2901b0310660b18b7d93,61,924,AlexandreAbraham,2016-02-19 09:39:14,Fix comments,NA
pull_request_commit_comment,NA,NA,924,salma1601,2016-01-18 12:02:19,"5 mm
",1.0294717813989078
pull_request_commit_comment,NA,NA,924,GaelVaroquaux,2015-12-18 22:14:50,"> I think that the output of this example is a bit too messy. You should
> focus on a particular model of connectivity, e.g. sparse inverse
> covariance, and leave the others apart.

+1
",0.9788542736827447
pull_request_commit_comment,NA,NA,924,banilo,2016-01-21 11:27:26,"title -> ""Covariance matrix"" to contrast with the precision plot
",0.8038890749587391
pull_request_commit_comment,NA,NA,924,banilo,2016-01-21 11:27:43,"title -> ""...:Precision matrix"" to contrast with the covariance matrix plot
",0.8038890749587391
pull_request_commit_comment,NA,NA,924,banilo,2015-12-19 23:07:48,"(=partial correlation)
",0.7460150090751757
pull_request_commit_comment,NA,NA,924,bthirion,2015-12-18 21:32:46,"should be removed ?
",0.6607564589942907
 , , , , , , , 
 , , , , , , , 
pull_request_commit,10c49e4525cd9840f0f6bcc171aec10039768aa7,191,924,AlexandreAbraham,2016-02-19 10:42:01,Update the example,NA
pull_request_commit_comment,NA,NA,924,salma1601,2016-01-18 12:02:19,"5 mm
",1.1092644128325586
