rectype,sha,ins_del_count,issueid,actor,date,text,similarity
pull_request_commit,185759b4fa8c99e399575ccb528cb5ccfcd9e0cf,162,935,KamalakerDadi,2016-01-10 17:48:48,Moved low level ICA example from connectivity to advanced,NA
pull_request_commit_comment,NA,NA,935,KamalakerDadi,2016-01-09 15:55:17,"> For this I suggest renaming the directors from ""foobar"" to ""01_foobar"".

I am not sure which director ? It is folder name you mean ?
",0.5820430418609134
pull_request_commit_comment,NA,NA,935,GaelVaroquaux,2016-01-09 16:00:37,"> ```
> For this I suggest renaming the directors from ""foobar"" to ""01_foobar"".
> ```
> 
> I am not sure which director ? It is folder name you mean ?

Sorry: typo: I meant ""directories"".
",0.5774541676994989
issue_comment,NA,NA,935,KamalakerDadi,2016-01-08 14:24:49,"> you can check on your machine using make html-strict

I checked it, this time got an latex error which is not related to my PR.
",0.5754800685616239
pull_request_commit_comment,NA,NA,935,banilo,2016-01-08 22:25:01,"simplify ""tools to manipulate""
",0.5412741454352377
issue_comment,NA,NA,935,KamalakerDadi,2016-01-08 14:04:58,"> Looks like CircleCI fails with a genuine sphinx warning.

I think there is a naming conflict, pushed a recent commit to see if it passes. If I am not wrong.
",0.48979919121919957
 , , , , , , , 
 , , , , , , , 
pull_request_commit,c1d7b4d4a1ae34f90e45f1f4785d8a80f8fc99f6,535,935,KamalakerDadi,2016-01-10 20:01:15,Included contents of plotting.rst in index.rst and removed plotting.rst,NA
pull_request_commit_comment,NA,NA,935,GaelVaroquaux,2016-01-09 16:00:37,"> ```
> For this I suggest renaming the directors from ""foobar"" to ""01_foobar"".
> ```
> 
> I am not sure which director ? It is folder name you mean ?

Sorry: typo: I meant ""directories"".
",0.532221721731537
issue_comment,NA,NA,935,KamalakerDadi,2016-01-08 14:04:58,"> Looks like CircleCI fails with a genuine sphinx warning.

I think there is a naming conflict, pushed a recent commit to see if it passes. If I am not wrong.
",0.5206245653225017
pull_request_commit_comment,NA,NA,935,KamalakerDadi,2016-01-09 15:55:17,"> For this I suggest renaming the directors from ""foobar"" to ""01_foobar"".

I am not sure which director ? It is folder name you mean ?
",0.5080224991738886
issue_comment,NA,NA,935,KamalakerDadi,2016-01-08 14:06:24,"> low-level ICA stuff

I have no clear example to move. May be I thought this `plot_ica_resting_state.py` but I am not sure.
",0.5042584865002047
